title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
Ether,Nas,Stillmatic,rap,happy,0.766,0.831,0.573,76.352,-5.586,0.0401,0.0,0.433,0.0909
Luka,Suzanne Vega,"Close Up, Vol. 2 - People & Places",pop,calm,0.722,0.229,0.755,124.675,-10.433,0.88,0.0,0.0397,0.11
Funkdafied,Da Brat,Funkdafied,r&b,happy,0.74,0.461,0.802,90.995,-12.367,0.0757,0.0,0.302,0.109
Money For Nothing,Dire Straits,The Best of Dire Straits & Mark Knopfler - Private Investigations (Limited Edition),rock,energetic,0.604,0.776,0.644,134.199,-6.803,0.037,0.000107,0.0376,0.0591
Homies & Thuggs,Scarface,My Homies,rap,calm,0.475,0.525,0.653,82.992,-11.886,0.00934,0.0,0.232,0.074
I Can`t Say No! - Broiler Remix,Lea Rue,I Can`t Say No! (Broiler Remix),pop,sad,0.222,0.588,0.726,128.011,-9.185,0.133,0.00116,0.0543,0.108
Second Chances,Kaan Pars,Second Chances,edm,energetic,0.365,0.725,0.741,121.987,-7.272,0.343,0.00441,0.222,0.108
Yummy,Justin Bieber,Yummy,latin,calm,0.495,0.519,0.662,145.841,-6.554,0.404,0.0,0.106,0.121
Outta Control - Remix,50 Cent,The Massacre (Ecopac Reissue Explicit),rap,calm,0.535,0.595,0.77,91.989,-6.004,0.0225,0.0,0.256,0.0936
No Fear No More,Madeon,Good Faith,edm,energetic,0.679,0.779,0.633,96.009,-3.904,0.00236,0.0295,0.0853,0.371
Een Barkie,De Jeugd Van Tegenwoordig,Een Barkie,rap,happy,0.692,0.619,0.659,99.998,-8.377,0.00356,0.000726,0.0277,0.134
Love Me,Lil Tecca,Love Me,rap,calm,0.827,0.373,0.706,204.031,-12.61,0.637,0.0,0.31,0.0993
No Lo Trates,Pitbull,No Lo Trates,latin,happy,0.829,0.808,0.834,104.026,-2.597,0.0569,0.00052,0.0542,0.222
Never Be Like You (feat. Kai),Flume,Skin,edm,sad,0.26,0.552,0.564,119.907,-5.438,0.439,0.0,0.055,0.163
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,rap,energetic,0.43,0.728,0.841,130.049,-3.37,0.0847,0.0,0.0484,0.149
Repeat After Me,Dimitri Vegas & Like Mike,Armada Music - Miami 2019,edm,sad,0.179,0.939,0.321,131.933,-4.86,0.00342,0.81,0.0616,0.0905
parents,YUNGBLUD,the underrated youth,pop,energetic,0.58,0.823,0.618,82.004,-4.76,0.0132,0.0,0.0447,0.288
Dawn - ford. Remix,OTR,Dawn (ford. Remix),edm,sad,0.113,0.515,0.738,84.988,-8.304,0.221,0.883,0.0521,0.0855
Lie,Shallou,Lie,pop,sad,0.224,0.427,0.655,107.992,-11.684,0.295,0.00108,0.0799,0.0788
I Need Never Get Old,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,rock,happy,0.809,0.74,0.618,135.088,-5.589,0.00227,0.0408,0.0386,0.0797
Go Hard,Quintino,Go Hard,edm,energetic,0.0605,0.875,0.82,128.007,-3.711,0.000657,0.757,0.0517,0.0567
Chantaje (feat. Maluma),Shakira,El Dorado,latin,happy,0.907,0.773,0.852,102.034,-2.921,0.187,3.05e-05,0.0776,0.159
All Around You,Sturgill Simpson,A Sailor's Guide to Earth,r&b,calm,0.514,0.562,0.312,185.725,-6.495,0.123,0.173,0.0298,0.136
Push Ya Back Out,Shift K3Y,Push Ya Back Out,edm,happy,0.939,0.95,0.825,126.022,-3.743,0.00381,0.0394,0.0615,0.0276
Tremor - Radio Edit,Dimitri Vegas & Like Mike,Tremor (Sensation 2014 Anthem),edm,energetic,0.225,0.919,0.615,127.991,-4.999,0.00201,0.687,0.0367,0.196
Stimulated,Tyga,Fuk Wat They Talkin Bout,rap,calm,0.497,0.579,0.705,120.006,-6.952,0.0929,0.0,0.341,0.0758
YES or YES,TWICE,YES or YES,pop,happy,0.735,0.913,0.702,137.982,-2.977,0.0514,3.71e-06,0.0374,0.166
Wrong,Luh Kel,Wrong,r&b,energetic,0.39,0.728,0.745,120.099,-3.39,0.352,0.0,0.0423,0.228
Mama Ain't Proud,Guy Sebastian,Mama Ain't Proud,latin,energetic,0.399,0.809,0.687,90.096,-1.726,0.0887,0.0,0.123,0.123
Instant Crush,Daft Punk,Random Access Memories,pop,calm,0.518,0.585,0.775,109.942,-9.516,0.0422,0.619,0.0271,0.077
Heading Home,Ludvigsson,Heading Home,edm,energetic,0.437,0.78,0.6,122.038,-5.196,0.0314,0.0,0.0379,0.116
Burn The Ships (R3HAB Remix),for KING & COUNTRY,Burn The Ships (R3HAB Remix),pop,energetic,0.304,0.759,0.637,98.035,-4.804,0.0244,0.0,0.0809,0.0991
MIA (feat. Drake),Bad Bunny,MIA (feat. Drake),latin,sad,0.158,0.539,0.817,97.062,-6.349,0.0141,0.000496,0.0621,0.099
Dimensions,Aristic,Dimensions,rock,energetic,0.441,0.992,0.41,170.016,-2.631,0.000367,0.000288,0.163,0.254
Waiting for You,mell-ø,Mellow Dramatic,rap,sad,0.113,0.133,0.74,73.982,-16.642,0.828,0.957,0.0633,0.131
Hittin Skinz,Big Bub,Comin' At Cha,r&b,happy,0.841,0.501,0.84,109.399,-10.667,0.0629,0.0409,0.0406,0.121
Knock Me Down - Remastered,Red Hot Chili Peppers,Mother's Milk,rock,energetic,0.585,0.969,0.56,123.954,-3.629,0.00246,2.78e-06,0.054,0.214
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",rap,sad,0.378,0.533,0.803,129.96,-6.243,0.434,0.0,0.102,0.391
Look At Her Now,Selena Gomez,Look At Her Now,latin,calm,0.55,0.564,0.563,154.355,-7.906,0.114,0.0254,0.271,0.304
Best Friend,Young Thug,Best Friend,rap,calm,0.408,0.598,0.959,127.029,-5.534,0.0358,0.0,0.0713,0.358
Complacerte,Joyce Santana,Complacerte,latin,calm,0.461,0.575,0.733,93.766,-5.392,0.116,0.0,0.284,0.0397
Panini,Lil Nas X,7 EP,r&b,calm,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123
Breathe Again,Toni Braxton,Toni Braxton,r&b,sad,0.259,0.677,0.689,153.919,-6.36,0.0704,0.0,0.0326,0.0877
Get Mine,Bryson Tiller,Get Mine,rap,calm,0.427,0.534,0.646,99.987,-7.644,0.0578,0.0,0.418,0.12
Conteo - Fast And The Furious: Tokyo Drift Version,Don Omar,King Of Kings (Armageddon Edition),latin,sad,0.322,0.645,0.824,93.0,-7.314,0.221,0.0,0.214,0.281
Something - RetroVision Remix,Funk Machine,Something (The Remixes),edm,energetic,0.416,0.766,0.745,125.984,-4.125,0.0474,0.0,0.178,0.247
Let's Chill,Guy,The Future,r&b,calm,0.558,0.417,0.604,74.57,-12.598,0.0681,0.0,0.0385,0.0425
Sleeping Bag,ZZ Top,Afterburner,rock,happy,0.793,0.688,0.62,112.122,-12.892,0.00181,0.00482,0.0435,0.0464
Wuthering Heights,Kate Bush,The Kick Inside,rock,calm,0.52,0.392,0.481,124.572,-11.381,0.366,0.0452,0.0312,0.124
Von unten nach oben,TaiMO,Von unten nach oben,rap,energetic,0.286,0.739,0.719,88.441,-5.077,0.0849,0.00456,0.279,0.125
Kranichstil,Olexesh,Masta,rap,happy,0.742,0.795,0.515,98.709,-6.827,0.734,0.0,0.669,0.635
Bella Ciao,Hardwell,Bella Ciao,edm,energetic,0.235,0.892,0.616,129.991,-4.688,0.00214,0.000186,0.0462,0.227
ACIIID - Original Mix,Moguai,ACIIID,edm,energetic,0.0695,0.943,0.65,128.954,-3.705,0.00383,0.591,0.0699,0.0934
It's Goin' Down (feat. Nitti),Yung Joc,New Joc City (Explicit Content U.S. Version),rap,happy,0.609,0.577,0.888,84.003,-7.702,0.0986,0.0,0.0612,0.131
In My Life - Remastered 2009,The Beatles,Rubber Soul (Remastered),rock,calm,0.435,0.435,0.688,103.239,-11.359,0.449,0.0,0.0323,0.113
Put Yo Hood Up,Lil Jon & The East Side Boyz,Crunkest Hits,rap,happy,0.919,0.9,0.714,149.975,-6.019,0.00138,1.54e-06,0.134,0.377
A Little Respect,Erasure,The Innocents,rock,calm,0.595,0.598,0.596,113.825,-13.409,0.00808,3.07e-06,0.0268,0.241
Fault Line,Loom:ngs,Fault Line,pop,calm,0.413,0.354,0.77,109.945,-13.393,0.316,0.475,0.167,0.186
"Enrolando, Enrolando",PrimaSol,"Enrolando, Enrolando",r&b,calm,0.644,0.394,0.846,130.022,-8.144,0.36,0.0,0.0996,0.0926
Pretty Wings - uncut,Maxwell,BLACKsummers'night (2009),r&b,sad,0.2,0.402,0.563,115.561,-10.496,0.252,2.07e-06,0.0668,0.0886
Cold,Tempi,Cold,pop,sad,0.0454,0.212,0.633,110.066,-12.092,0.825,0.0264,0.0327,0.106
No Place,Backstreet Boys,No Place,pop,calm,0.502,0.533,0.716,91.995,-5.439,0.147,0.0,0.0283,0.0913
Ser Bichote,Bad Bunny,X 100PRE,latin,sad,0.183,0.626,0.785,154.946,-8.03,0.158,4.6e-06,0.0675,0.181
New Love Cassette,Angel Olsen,All Mirrors,r&b,calm,0.58,0.464,0.619,79.033,-9.82,0.15,0.88,0.028,0.0791
Danger Zone,JETFIRE,Danger Zone,edm,energetic,0.0387,0.925,0.621,127.995,-2.933,0.0238,0.000178,0.0434,0.313
Love Yourself,Justin Bieber,Purpose (Deluxe),edm,calm,0.515,0.378,0.609,100.418,-9.828,0.835,0.0,0.438,0.28
Here We Go Again,DJ Den,Here We Go Again,edm,sad,0.231,0.799,0.595,125.993,-10.725,0.0121,0.0547,0.0461,0.337
Heaven,Mal V Moo,Heaven,r&b,calm,0.516,0.289,0.839,106.983,-10.973,0.413,3.09e-05,0.0835,0.121
Loose Ends,Loyle Carner,Loose Ends,pop,sad,0.363,0.675,0.79,90.961,-6.952,0.166,1.36e-05,0.319,0.103
One Night Stand,Lil Jon & The East Side Boyz,Crunk Juice,rap,calm,0.458,0.531,0.482,204.483,-7.208,0.223,0.0,0.384,0.102
Nights,Frank Ocean,Blonde,r&b,calm,0.423,0.548,0.466,89.815,-9.362,0.42,1.01e-06,0.118,0.113
Stripes,Ben Esser,Stripes,edm,calm,0.555,0.279,0.533,86.959,-13.11,0.86,0.186,0.185,0.16
At This Moment,Billy Vera & The Beaters,The Best of Billy Vera and the Beaters,rock,sad,0.16,0.286,0.578,80.975,-7.371,0.864,2.68e-05,0.0421,0.168
Locos por Mi Habana - Remasterizado,Manolito Simonet y su Trabuco,Locos por Mi Habana (Remasterizado),r&b,happy,0.815,0.897,0.677,90.982,-5.242,0.281,0.0,0.0461,0.068
Heaven,The Psychedelic Furs,All Of This And Nothing,rock,calm,0.517,0.565,0.539,137.472,-14.124,0.189,9.24e-06,0.0321,0.0996
Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),r&b,sad,0.347,0.52,0.741,102.998,-7.513,0.45,1.97e-06,0.0656,0.222
L.O.V.E,Devin Morrison,L.O.V.E,r&b,calm,0.705,0.283,0.859,90.019,-7.613,0.000293,0.0136,0.229,0.0815
Birthday Suit,Cosmo Sheldrake,The Much Much How How and I,pop,calm,0.522,0.574,0.69,62.619,-8.109,0.837,9.48e-05,0.231,0.121
Ghetto Flex,Kabe,Ghetto Flex,rap,energetic,0.541,0.699,0.796,140.014,-8.73,0.214,3.15e-06,0.267,0.265
Costa Rica,Bankrol Hayden,Costa Rica,edm,happy,0.68,0.482,0.9,127.866,-8.98,0.201,0.0,0.421,0.106
Malibu Nights,Roxy Tones,Malibu Nights,latin,sad,0.251,0.651,0.767,119.986,-7.364,0.268,0.0191,0.037,0.238
FUCK IT UP,Hearts & Colors,FUCK IT UP,pop,sad,0.306,0.52,0.715,104.066,-8.321,0.207,0.0,0.0413,0.209
Rollin,Jøase,Rollin,edm,happy,0.78,0.841,0.628,128.011,-6.743,0.0651,0.581,0.0403,0.0858
Love For That,Mura Masa,Love For That,r&b,sad,0.356,0.523,0.628,112.864,-7.246,0.61,0.00609,0.192,0.12
When Will I See You Smile Again?,Bell Biv DeVoe,20th Century Masters: The Millennium Collection: Best of Bel Biv DeVoe,r&b,sad,0.298,0.534,0.719,124.05,-7.339,0.0358,0.00141,0.0262,0.0762
Standing In The Way Of Control,Gossip,Standing In The Way Of Control,rock,happy,0.935,0.911,0.697,118.339,-6.196,0.0071,0.0316,0.0294,0.219
No Te Veo - Remix,Casper Magico,No Te Veo,latin,happy,0.778,0.786,0.861,104.017,-3.833,0.485,2.44e-05,0.229,0.113
Attention,Charlie Puth,Attention,pop,happy,0.777,0.626,0.774,100.041,-4.432,0.0969,3.12e-05,0.0432,0.0848
Dusk Till Dawn - Radio Edit,ZAYN,Dusk Till Dawn (Radio Edit),pop,sad,0.0967,0.437,0.258,180.043,-6.593,0.101,1.27e-06,0.039,0.106
Broke,Andreya Triana,Broke,r&b,sad,0.344,0.614,0.466,185.981,-5.367,0.472,0.0,0.16,0.125
The Jam,Tru Comers,EXPEDITion Vol. 25: Heartbreakahz,rap,sad,0.183,0.427,0.69,77.713,-8.114,0.0868,0.361,0.0817,0.116
I Fall in Love Too Easliy,Caleb Belkin,Discography,r&b,sad,0.234,0.349,0.662,141.951,-14.022,0.637,0.00213,0.214,0.124
Call You Home - Faul & Wad Ad Remix,Kelvin Jones,Call You Home (Remixes),pop,calm,0.509,0.499,0.805,102.996,-10.678,0.839,0.113,0.0382,0.0685
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,JACKBOYS,rap,sad,0.114,0.491,0.559,153.131,-6.406,0.0567,0.0,0.0346,0.0992
Love 66,Mc Davi,Love 66,rap,sad,0.162,0.421,0.548,95.057,-11.099,0.106,0.0,0.303,0.102
Sometimes When We Touch,Dan Hill,Longer Fuse,rock,sad,0.28,0.348,0.589,119.374,-11.032,0.685,3.2e-06,0.038,0.0849
Rattle Your Cage,Skrizzly Adams,Young Man,rock,calm,0.498,0.565,0.583,179.874,-8.318,0.027,0.0,0.123,0.0908
Oblivion (feat. Amber Van Day),Love Harder,Oblivion (feat. Amber Van Day),edm,calm,0.407,0.411,0.916,125.996,-7.523,0.159,1.1e-05,0.0657,0.0989
My Neck of the Woods,Upchurch,Supernatural,rap,sad,0.318,0.465,0.709,155.905,-10.852,0.717,0.0,0.0896,0.117
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,Cheerleader (Felix Jaehn Remix Radio Edit),latin,calm,0.41,0.576,0.827,118.04,-7.774,0.184,0.029,0.0372,0.0656
Starboy,The Weeknd,Starboy,latin,calm,0.5,0.592,0.682,186.041,-7.033,0.169,5.49e-06,0.281,0.136
Calle 2 - Remix,FMK,Calle 2 (Remix),rap,calm,0.454,0.508,0.685,129.875,-9.223,0.0101,0.0,0.0446,0.0862
Otra Botella,Neo Pistea,Otra Botella,rap,calm,0.474,0.485,0.804,92.015,-7.81,0.206,0.0,0.0614,0.169
Expectations,Arrested Youth,Sobville (Episode I),rock,happy,0.712,0.857,0.672,154.966,-4.638,0.0791,0.0,0.0628,0.184
Baby Boy (feat. Beyoncé ),Sean Paul,Dutty Rock,latin,happy,0.817,0.621,0.658,91.267,-5.725,0.0667,2.46e-06,0.231,0.142
Stranger,Dijon,Stranger,pop,sad,0.357,0.652,0.476,182.597,-5.247,0.033,0.0,0.101,0.217
Pizza,Statistix,Pizza,rap,calm,0.405,0.29,0.842,79.985,-12.099,0.228,0.904,0.121,0.114
Millions,Young Thug,So Much Fun (Deluxe),rap,happy,0.74,0.531,0.942,99.027,-7.51,0.00236,0.000106,0.215,0.0812
Oye Mi Canto,N.O.R.E.,N.O.R.E. Y La Familia,latin,happy,0.948,0.946,0.677,96.011,-2.887,0.185,3.56e-06,0.0553,0.274
The World Is a Ghetto,Geto Boys,The Resurrection,rap,happy,0.634,0.522,0.795,84.021,-7.806,0.111,0.0,0.174,0.359
Martin Eden,Nekfeu,Feu,r&b,sad,0.346,0.643,0.808,86.044,-6.168,0.242,0.0,0.279,0.105
Headlights (feat. Ilsey),Robin Schulz,Sugar,latin,sad,0.369,0.685,0.597,122.002,-6.371,0.0245,0.000335,0.0367,0.182
BITCH (takes one to know one),Lennon Stella,BITCH (takes one to know one),pop,calm,0.522,0.55,0.746,97.018,-9.68,0.0311,0.0,0.0598,0.126
GTFO,SASCHA,GTFO,r&b,sad,0.36,0.559,0.734,151.965,-6.351,0.0483,0.0,0.0721,0.0929
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,I Took A Pill In Ibiza (Seeb Remix),edm,happy,0.705,0.79,0.673,102.013,-4.663,0.037,9.95e-06,0.0893,0.0875
Heroes (we could be),Alesso,Forever,pop,sad,0.356,0.748,0.503,125.896,-4.124,0.0305,0.0,0.0619,0.343
Losing My Religion,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,rock,happy,0.801,0.849,0.671,125.429,-5.963,0.0879,0.0,0.0283,0.0971
Soy Peor - Remix,Bad Bunny,Soy Peor Remix,latin,sad,0.268,0.457,0.823,115.991,-7.036,0.214,0.0,0.119,0.352
Glitter,BENEE,FIRE ON MARZZ,r&b,calm,0.58,0.589,0.801,116.934,-5.157,0.0863,0.0,0.0485,0.162
Difícil,ICON,Difícil,latin,happy,0.76,0.634,0.853,91.99,-6.222,0.367,0.000724,0.414,0.104
Natural (feat. Melanie Fiona),Brady Watt,Lifetronics,r&b,calm,0.572,0.291,0.881,92.582,-7.603,0.0627,3.15e-06,0.166,0.0747
Lions in the Wild,Martin Garrix,Lions in the Wild,edm,sad,0.28,0.847,0.504,127.854,-6.81,0.00434,0.0,0.0442,0.816
Sensitivity (Ralph's Rap),Ralph Tresvant,Ralph Tresvant,r&b,energetic,0.655,0.745,0.808,96.744,-11.242,0.00674,0.017,0.101,0.0684
Dengue Woman Blues,Jimmie Vaughan,From Dusk Till Dawn - Music From The Motion Picture,rock,calm,0.586,0.337,0.394,178.32,-10.709,0.339,0.0431,0.0476,0.165
Yo No Se Que Hacer,"Tito ""El Bambino""",Yo No Se Que Hacer,latin,energetic,0.638,0.71,0.838,159.919,-5.835,0.126,1.13e-06,0.0862,0.0589
Pure Water (with Migos),Mustard,Pure Water (with Migos),rap,sad,0.137,0.559,0.68,202.006,-5.545,0.172,0.0,0.129,0.318
LLC,Nicki Minaj,Queen,pop,happy,0.809,0.756,0.835,153.988,-5.441,0.0523,0.028,0.123,0.0606
Flotando,Francisca Valenzuela,Flotando,latin,sad,0.371,0.693,0.604,162.099,-4.493,0.294,0.0,0.0398,0.359
Tell Me,Krept & Konan,Tell Me,r&b,happy,0.633,0.672,0.667,163.563,-5.76,0.136,0.0,0.386,0.089
Mamacita,KM,Mamacita,latin,happy,0.887,0.536,0.929,130.05,-5.941,0.0868,0.0,0.281,0.0693
Don't Change,Conya Doss,Don't Change,r&b,calm,0.415,0.522,0.529,82.837,-7.584,0.692,1.08e-05,0.06,0.406
I'm in Love,Tomoko Aran,浮遊空間,r&b,calm,0.675,0.34,0.745,102.334,-15.917,0.0207,2.59e-05,0.0421,0.147
Waking Up to Sleep,Zeus the Elevated,Heaven's Gate,rap,sad,0.21,0.221,0.734,125.785,-16.403,0.69,0.918,0.318,0.11
Wallah,DIVINE,Kohinoor,rap,happy,0.715,0.69,0.663,129.832,-4.871,0.42,0.0,0.266,0.11
Panini,Lil Nas X,7 EP,latin,calm,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123
Big Me - Live,Foo Fighters,Skin And Bones,rock,sad,0.346,0.483,0.382,107.343,-7.257,0.587,0.0,0.0289,0.985
Voltando Para Ti (feat. Além dos Cravos) - GV3 Remix,Gui Brazil,Voltando Para Ti (GV3 Remix),latin,energetic,0.0754,0.701,0.733,128.024,-6.799,0.0304,0.0134,0.0425,0.134
Blaze It Up,LOOPERS,Blaze It Up,edm,energetic,0.427,0.938,0.696,128.048,-4.011,0.00211,0.231,0.0943,0.0812
Te Quemaste,Manuel Turizo,ADN,latin,happy,0.718,0.773,0.729,176.053,-2.486,0.611,0.00106,0.131,0.287
Wanna Be A Baller,Lil' Troy,Sittin' Fat Down South,rap,happy,0.628,0.648,0.871,92.301,-7.825,0.264,0.0,0.278,0.2
One Two Fuck You - Radio Version,Kastenholt & Dee,One Two Fuck You,edm,energetic,0.533,0.846,0.52,125.896,-3.644,0.000256,0.745,0.0801,0.224
Last Child,Aerosmith,Aerosmith's Greatest Hits,rock,happy,0.767,0.613,0.599,84.22,-9.978,0.163,1.66e-06,0.0344,0.047
Satellite of Love,Lou Reed,Transformer,rock,calm,0.571,0.502,0.458,121.861,-10.186,0.442,5.51e-06,0.0294,0.299
A Sky Full of Stars,Coldplay,Ghost Stories,pop,sad,0.153,0.636,0.551,124.996,-7.125,0.00713,0.00203,0.0281,0.217
Spotless,Martin Garrix,Seven,edm,sad,0.0605,0.828,0.517,128.077,-5.648,9.69e-05,0.841,0.0482,0.411
Voices,Jawknee Music,Heavy Heart,r&b,calm,0.404,0.421,0.431,145.731,-9.038,0.0563,0.00475,0.0245,0.141
Slam,Onyx,Bacdafucup,rap,happy,0.718,0.711,0.878,98.332,-12.924,0.0577,0.00635,0.335,0.922
Leaving with Me,Next,Leaving with Me - Single,latin,calm,0.543,0.459,0.703,105.578,-7.623,0.0278,0.0,0.064,0.203
Men's Needs,The Cribs,"Men's Needs, Women's Needs, Whatever (Standard Version)",rock,happy,0.783,0.94,0.548,121.994,-2.274,0.000106,6.44e-05,0.0472,0.0696
All I Know,Jordan Solomon,All I Know,rap,calm,0.45,0.443,0.91,100.982,-11.183,0.103,0.0,0.23,0.103
Deeper Love,Covenants,Deeper Love,edm,happy,0.868,0.8,0.666,121.955,-5.454,0.00562,7.64e-05,0.0659,0.381
Baker Street,Gerry Rafferty,City To City,rock,calm,0.421,0.349,0.497,113.762,-14.0,0.0929,0.028,0.0297,0.259
Ready or Not,Bridgit Mendler,Hello My Name Is...,pop,happy,0.748,0.872,0.715,93.043,-3.835,0.00351,3.84e-05,0.0509,0.107
Volví a Nacer (feat. Maluma),Carlos Vives,Volví a Nacer (feat. Maluma),latin,happy,0.735,0.78,0.765,98.051,-6.566,0.214,0.0,0.0797,0.108
Chemistry,Wiwek,CYCLES,edm,energetic,0.403,0.754,0.667,123.024,-5.093,0.218,3.73e-05,0.207,0.292
When I See U,Fantasia,Fantasia,r&b,happy,0.757,0.596,0.569,93.134,-6.486,0.457,8.99e-05,0.171,0.205
Música Tropical,Vera Pedro,Música Tropical,latin,calm,0.439,0.502,0.456,159.658,-8.092,0.722,0.00736,0.0765,0.377
Coastal Walks,.Sinh,Coastal Walks,rap,calm,0.59,0.13,0.579,76.006,-16.266,0.447,0.928,0.0973,0.09
Rise Up,Saliva,Rise Up - Single,rock,energetic,0.499,0.887,0.497,172.124,-4.205,0.000132,6.84e-06,0.0522,0.0819
Satisfy You,Diddy,Forever,r&b,happy,0.695,0.594,0.764,87.261,-10.05,0.591,0.0,0.185,0.145
Awesome - Celebration Of Gospel Mix,Charles Jenkins & Fellowship Chicago,Awesome,r&b,sad,0.334,0.896,0.545,127.961,-5.07,0.0264,0.0,0.138,0.49
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,latin,sad,0.101,0.502,0.831,100.541,-4.045,0.101,0.0,0.046,0.122
Push & Pull,KARD,KARD 2nd Mini Album 'YOU & ME',edm,happy,0.855,0.89,0.83,114.987,-4.495,0.296,0.0,0.126,0.277
Teddy's Jam,Guy,The Very Best Of Guy,r&b,happy,0.74,0.93,0.802,104.585,-5.551,0.0302,0.0289,0.0857,0.116
By Your Side - Two Can Remix,Jonas Blue,By Your Side (Remixes),edm,energetic,0.499,0.889,0.566,116.994,-3.227,0.0326,0.0,0.0266,0.411
Don't Start Now,Dua Lipa,Don't Start Now,pop,energetic,0.677,0.793,0.794,123.941,-4.521,0.0125,0.0,0.0842,0.0952
Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign,Free TC,rap,sad,0.291,0.642,0.897,127.984,-8.828,0.0219,1.31e-06,0.0534,0.159
"Stay Fly (feat. Young Buck, Eightball & MJG) - Explicit Album Version",Three 6 Mafia,"Stay Fly (4 Pack) (feat. Young Buck, Eightball & MJG)",rap,energetic,0.665,0.864,0.788,133.295,-5.767,0.0956,0.0,0.0335,0.335
rhythmuss sein,Knowsum,Dreamsville & Rhythmuss Sein,rap,sad,0.349,0.415,0.728,84.082,-10.938,0.951,0.954,0.0565,0.103
The Spark,Afrojack,The Spark,edm,energetic,0.513,0.93,0.637,126.031,-3.754,0.142,0.0,0.0463,0.133
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),rock,calm,0.458,0.345,0.559,84.581,-13.496,0.0576,0.000105,0.0459,0.141
Hola Bebé,Eladio Carrion,Hola Bebé,rap,calm,0.562,0.58,0.869,140.037,-6.669,0.191,0.0,0.0787,0.0914
Find Love,DJ Counselling,Find Love,edm,energetic,0.216,0.717,0.718,122.983,-9.03,0.187,0.854,0.043,0.334
The Deep End,Crossfade,Crossfade,rock,energetic,0.508,0.877,0.434,169.977,-4.943,0.000622,4.48e-05,0.0892,0.209
Talk To Me,F$O Dinero,Color Money,edm,energetic,0.513,0.612,0.786,84.963,-4.894,0.76,0.0,0.217,0.111
Clean,Adia Victoria,Silences,rock,calm,0.465,0.433,0.595,107.956,-9.739,0.83,0.677,0.029,0.12
Chemicals,Yotto,Chemicals,edm,energetic,0.18,0.896,0.789,122.963,-7.516,0.196,0.897,0.0405,0.115
Choclo,Fideo y los del mondo,Choclo,latin,happy,0.656,0.529,0.789,99.963,-8.869,0.518,0.00186,0.0527,0.157
The Ringer,Eminem,Kamikaze,rap,calm,0.42,0.551,0.939,118.552,-9.126,0.0311,0.0,0.291,0.192
So Afraid,Thelin,So Afraid,latin,sad,0.203,0.512,0.728,120.001,-10.299,0.454,0.703,0.0391,0.17
Algo contigo,Valeria Castro,Algo contigo,latin,sad,0.334,0.0603,0.657,101.826,-11.637,0.91,0.0,0.0406,0.146
"Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)",Babyface,The Day,r&b,sad,0.279,0.417,0.655,143.674,-7.702,0.0624,0.0,0.025,0.0965
Them Changes,Thundercat,Drunk,r&b,happy,0.715,0.55,0.784,81.676,-8.645,0.551,0.000607,0.0632,0.0899
Invincible (feat. Ruby Prophet) - Radio Edit,Firebeatz,Invincible (feat. Ruby Prophet),edm,sad,0.171,0.894,0.563,128.064,-3.659,0.0152,5.65e-05,0.0518,0.697
Hurt U,EAUXMAR,Hurt U,pop,sad,0.223,0.437,0.726,114.013,-7.608,0.349,0.00215,0.0419,0.135
Jump,Van Halen,1984,rock,happy,0.774,0.822,0.547,130.138,-7.201,0.0745,0.00943,0.0292,0.0645
Hit Stick,Chinese Kitty,Hit Stick,r&b,calm,0.904,0.316,0.939,101.98,-9.111,0.00356,0.000501,0.246,0.0929
Triángulo,Les Gordon,Altura (Part.I),edm,energetic,0.569,0.828,0.71,118.007,-6.722,0.227,0.116,0.0493,0.119
Panini,Lil Nas X,Panini,r&b,calm,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123
Want You Back - Tritonal Remix,5 Seconds of Summer,Want You Back (Tritonal Remix),edm,energetic,0.588,0.853,0.566,97.946,-3.57,0.223,0.0,0.0785,0.273
Tadow,Masego,Tadow,r&b,sad,0.345,0.487,0.719,121.729,-6.21,0.711,8.36e-05,0.0604,0.0958
Real Love,Inga-Dingo,On Off,rock,sad,0.27,0.83,0.36,78.161,-5.207,0.00071,0.0,0.0495,0.0937
